time,x0,x1
0.7,1.72155,-0.638492
0.71,1.71517,-0.64317
0.72,1.70874,-0.647832
0.73,1.70226,-0.652483
0.74,1.69573,-0.657123
0.75,1.68916,-0.661756
0.76,1.68255,-0.666384
0.77,1.67588,-0.671008
0.78,1.66917,-0.675631
0.79,1.66242,-0.680255
0.8,1.65561,-0.684882
0.81,1.64876,-0.689514
0.82,1.64187,-0.694153
0.83,1.63493,-0.6988
0.84,1.62794,-0.703459
0.85,1.62091,-0.70813
0.86,1.61382,-0.712815
0.87,1.6067,-0.717517
0.88,1.59952,-0.722237
0.89,1.5923,-0.726976
0.9,1.58503,-0.731737
0.91,1.57771,-0.736521
0.92,1.57035,-0.74133
0.93,1.56293,-0.746166
0.94,1.55547,-0.75103
0.95,1.54796,-0.755924
0.96,1.5404,-0.760849
0.97,1.53279,-0.765808
0.98,1.52513,-0.770802
0.99,1.51743,-0.775832
1,1.50967,-0.7809
1.01,1.50186,-0.786008
1.02,1.494,-0.791158
1.03,1.48609,-0.796351
1.04,1.47812,-0.801588
1.05,1.47011,-0.806872
1.06,1.46204,-0.812203
1.07,1.45392,-0.817584
1.08,1.44574,-0.823017
1.09,1.43751,-0.828502
1.1,1.42923,-0.834041
1.11,1.42089,-0.839637
1.12,1.41249,-0.845291
1.13,1.40404,-0.851004
1.14,1.39553,-0.856778
1.15,1.38696,-0.862616
1.16,1.37833,-0.868518
1.17,1.36965,-0.874486
1.18,1.3609,-0.880523
1.19,1.3521,-0.886629
1.2,1.34323,-0.892807
1.21,1.3343,-0.899059
1.22,1.32531,-0.905386
1.23,1.31626,-0.911791
1.24,1.30714,-0.918274
1.25,1.29796,-0.924838
1.26,1.28871,-0.931486
1.27,1.27939,-0.938218
1.28,1.27001,-0.945037
1.29,1.26056,-0.951944
1.3,1.25104,-0.958943
1.31,1.24145,-0.966034
1.32,1.23179,-0.97322
1.33,1.22206,-0.980504
1.34,1.21226,-0.987886
1.35,1.20238,-0.99537
1.36,1.19242,-1.00296
1.37,1.18239,-1.01065
1.38,1.17229,-1.01845
1.39,1.1621,-1.02636
1.4,1.15184,-1.03439
1.41,1.1415,-1.04253
1.42,1.13107,-1.05078
1.43,1.12056,-1.05916
1.44,1.10997,-1.06765
1.45,1.09929,-1.07628
1.46,1.08853,-1.08503
1.47,1.07768,-1.09391
1.48,1.06674,-1.10292
1.49,1.05571,-1.11206
1.5,1.04459,-1.12135
1.51,1.03338,-1.13077
1.52,1.02207,-1.14034
1.53,1.01067,-1.15005
1.54,0.999167,-1.15991
1.55,0.987568,-1.16992
1.56,0.975869,-1.18008
1.57,0.964068,-1.19041
1.58,0.952164,-1.20089
1.59,0.940155,-1.21153
1.6,0.92804,-1.22234
1.61,0.915816,-1.23331
1.62,0.903483,-1.24446
1.63,0.891039,-1.25578
1.64,0.878481,-1.26728
1.65,0.865808,-1.27896
1.66,0.853019,-1.29082
1.67,0.84011,-1.30286
1.68,0.827082,-1.3151
1.69,0.813931,-1.32752
1.7,0.800656,-1.34014
1.71,0.787254,-1.35296
1.72,0.773725,-1.36598
1.73,0.760065,-1.3792
1.74,0.746273,-1.39262
1.75,0.732347,-1.40626
1.76,0.718284,-1.4201
1.77,0.704083,-1.43416
1.78,0.689741,-1.44843
1.79,0.675257,-1.46292
1.8,0.660628,-1.47763
1.81,0.645852,-1.49256
1.82,0.630926,-1.50772
1.83,0.615849,-1.52311
1.84,0.600618,-1.53872
1.85,0.58523,-1.55456
1.86,0.569685,-1.57064
1.87,0.553978,-1.58694
1.88,0.538109,-1.60348
1.89,0.522074,-1.62025
1.9,0.505872,-1.63726
1.91,0.489499,-1.6545
1.92,0.472954,-1.67198
1.93,0.456234,-1.68969
1.94,0.439337,-1.70763
1.95,0.422261,-1.7258
1.96,0.405003,-1.74421
1.97,0.387561,-1.76284
1.98,0.369933,-1.78169
1.99,0.352116,-1.80077
2,0.334108,-1.82007
2.01,0.315907,-1.83958
2.02,0.297511,-1.8593
2.03,0.278918,-1.87922
2.04,0.260126,-1.89934
2.05,0.241133,-1.91965
2.06,0.221936,-1.94014
2.07,0.202535,-1.96081
2.08,0.182927,-1.98164
2.09,0.163111,-2.00262
2.1,0.143084,-2.02374
2.11,0.122847,-2.045
2.12,0.102397,-2.06637
2.13,0.0817333,-2.08784
2.14,0.0608549,-2.10939
2.15,0.039761,-2.13102
2.16,0.0184508,-2.15269
2.17,-0.00307609,-2.1744
2.18,-0.0248201,-2.19611
2.19,-0.0467811,-2.21781
2.2,-0.0689592,-2.23947
2.21,-0.0913539,-2.26107
2.22,-0.113965,-2.28258
2.23,-0.13679,-2.30397
2.24,-0.15983,-2.32521
2.25,-0.183082,-2.34627
2.26,-0.206545,-2.36711
2.27,-0.230216,-2.38771
2.28,-0.254093,-2.40802
2.29,-0.278173,-2.428
2.3,-0.302453,-2.44762
2.31,-0.326929,-2.46683
2.32,-0.351598,-2.4856
2.33,-0.376454,-2.50386
2.34,-0.401492,-2.52159
2.35,-0.426708,-2.53873
2.36,-0.452095,-2.55522
2.37,-0.477648,-2.57103
2.38,-0.503358,-2.5861
2.39,-0.529219,-2.60038
2.4,-0.555223,-2.6138
2.41,-0.581361,-2.62633
2.42,-0.607624,-2.63791
2.43,-0.634003,-2.64847
2.44,-0.660488,-2.65797
2.45,-0.687068,-2.66635
2.46,-0.713731,-2.67355
2.47,-0.740467,-2.67953
2.48,-0.767262,-2.68423
2.49,-0.794104,-2.6876
2.5,-0.82098,-2.68959
2.51,-0.847876,-2.69014
2.52,-0.874778,-2.68923
2.53,-0.90167,-2.68679
2.54,-0.928538,-2.6828
2.55,-0.955366,-2.67721
2.56,-0.982138,-2.67
2.57,-1.00884,-2.66112
2.58,-1.03545,-2.65056
2.59,-1.06195,-2.63829
2.6,-1.08834,-2.6243
2.61,-1.11458,-2.60858
2.62,-1.14067,-2.59111
2.63,-1.16658,-2.5719
2.64,-1.1923,-2.55095
2.65,-1.21781,-2.52828
2.66,-1.24309,-2.50389
2.67,-1.26813,-2.4778
2.68,-1.29291,-2.45005
2.69,-1.31741,-2.42067
2.7,-1.34161,-2.38969
2.71,-1.36551,-2.35716
2.72,-1.38908,-2.32312
2.73,-1.41231,-2.28764
2.74,-1.43519,-2.25076
2.75,-1.4577,-2.21255
2.76,-1.47982,-2.17309
2.77,-1.50155,-2.13243
2.78,-1.52288,-2.09066
2.79,-1.54378,-2.04786
2.8,-1.56426,-2.00409
2.81,-1.5843,-1.95945
2.82,-1.6039,-1.91402
2.83,-1.62304,-1.86788
2.84,-1.64172,-1.82113
2.85,-1.65993,-1.77384
2.86,-1.67767,-1.7261
2.87,-1.69493,-1.678
2.88,-1.71171,-1.62963
2.89,-1.728,-1.58106
2.9,-1.74381,-1.53238
2.91,-1.75914,-1.48367
2.92,-1.77397,-1.435
2.93,-1.78832,-1.38645
2.94,-1.80219,-1.33809
2.95,-1.81557,-1.28999
2.96,-1.82847,-1.24221
2.97,-1.84089,-1.19482
2.98,-1.85284,-1.14787
2.99,-1.86432,-1.10141
3,-1.87533,-1.0555
3.01,-1.88589,-1.01018
3.02,-1.89599,-0.965498
3.03,-1.90565,-0.921485
3.04,-1.91486,-0.87818
3.05,-1.92364,-0.835613
3.06,-1.932,-0.793812
3.07,-1.93994,-0.7528
3.08,-1.94746,-0.712598
3.09,-1.95459,-0.673223
3.1,-1.96132,-0.63469
3.11,-1.96767,-0.597008
3.12,-1.97364,-0.560187
3.13,-1.97924,-0.524232
3.14,-1.98448,-0.489145
3.15,-1.98937,-0.454929
3.16,-1.99392,-0.42158
3.17,-1.99814,-0.389096
3.18,-2.00203,-0.35747
3.19,-2.00561,-0.326697
3.2,-2.00887,-0.296766
3.21,-2.01184,-0.267669
3.22,-2.01452,-0.239394
3.23,-2.01691,-0.211927
3.24,-2.01903,-0.185256
3.25,-2.02088,-0.159367
3.26,-2.02248,-0.134243
3.27,-2.02382,-0.109869
3.28,-2.02492,-0.0862299
3.29,-2.02578,-0.0633073
3.3,-2.02641,-0.0410846
3.31,-2.02682,-0.0195442
3.32,-2.02702,0.00133143
3.33,-2.02701,0.0215602
3.34,-2.02679,0.04116
3.35,-2.02638,0.0601487
3.36,-2.02578,0.0785442
3.37,-2.02499,0.0963641
3.38,-2.02403,0.113626
3.39,-2.02289,0.130348
3.4,-2.02159,0.146546
3.41,-2.02012,0.162239
3.42,-2.0185,0.177441
3.43,-2.01673,0.192171
3.44,-2.0148,0.206444
3.45,-2.01274,0.220276
3.46,-2.01054,0.233683
3.47,-2.0082,0.246679
3.48,-2.00573,0.259279
3.49,-2.00314,0.271499
3.5,-2.00043,0.283351
3.51,-1.99759,0.29485
3.52,-1.99464,0.306009
3.53,-1.99158,0.31684
3.54,-1.98842,0.327358
3.55,-1.98514,0.337572
3.56,-1.98177,0.347496
3.57,-1.97829,0.357141
3.58,-1.97472,0.366519
3.59,-1.97105,0.375638
3.6,-1.9673,0.384512
3.61,-1.96345,0.393148
3.62,-1.95952,0.401558
3.63,-1.95551,0.40975
3.64,-1.95141,0.417733
3.65,-1.94723,0.425518
3.66,-1.94298,0.433111
3.67,-1.93864,0.440521
3.68,-1.93424,0.447756
3.69,-1.92976,0.454824
3.7,-1.92521,0.461733
3.71,-1.9206,0.468488
3.72,-1.91591,0.475098
3.73,-1.91116,0.481569
3.74,-1.90634,0.487907
3.75,-1.90147,0.494118
3.76,-1.89652,0.500208
3.77,-1.89152,0.506184
3.78,-1.88646,0.512051
3.79,-1.88134,0.517813
3.8,-1.87616,0.523477
3.81,-1.87093,0.529047
3.82,-1.86564,0.534528
3.83,-1.86029,0.539925
3.84,-1.85489,0.545242
3.85,-1.84944,0.550484
3.86,-1.84394,0.555654
3.87,-1.83838,0.560757
3.88,-1.83277,0.565797
3.89,-1.82711,0.570777
3.9,-1.82141,0.575702
3.91,-1.81565,0.580574
3.92,-1.80984,0.585397
3.93,-1.80399,0.590175
3.94,-1.79809,0.59491
3.95,-1.79214,0.599606
3.96,-1.78614,0.604265
3.97,-1.7801,0.608891
3.98,-1.77401,0.613487
3.99,-1.76788,0.618055
4,-1.76169,0.622598
4.01,-1.75547,0.627118
4.02,-1.7492,0.631618
4.03,-1.74288,0.6361
4.04,-1.73652,0.640568
4.05,-1.73011,0.645022
4.06,-1.72366,0.649466
4.07,-1.71717,0.653902
4.08,-1.71063,0.658331
4.09,-1.70405,0.662756
4.1,-1.69742,0.667179
4.11,-1.69075,0.671602
4.12,-1.68403,0.676027
4.13,-1.67727,0.680456
4.14,-1.67047,0.68489
4.15,-1.66362,0.689332
4.16,-1.65672,0.693784
4.17,-1.64979,0.698246
4.18,-1.6428,0.702722
4.19,-1.63578,0.707212
4.2,-1.62871,0.711719
4.21,-1.62159,0.716243
4.22,-1.61443,0.720787
4.23,-1.60722,0.725353
4.24,-1.59996,0.729942
4.25,-1.59266,0.734555
4.26,-1.58532,0.739195
4.27,-1.57793,0.743862
4.28,-1.57049,0.748559
4.29,-1.563,0.753287
4.3,-1.55547,0.758047
4.31,-1.54789,0.762842
4.32,-1.54026,0.767671
4.33,-1.53258,0.772538
4.34,-1.52486,0.777444
4.35,-1.51708,0.78239
4.36,-1.50926,0.787378
4.37,-1.50139,0.792409
4.38,-1.49346,0.797485
4.39,-1.48549,0.802607
4.4,-1.47746,0.807777
4.41,-1.46938,0.812996
4.42,-1.46125,0.818267
4.43,-1.45307,0.82359
4.44,-1.44484,0.828967
4.45,-1.43655,0.8344
4.46,-1.4282,0.83989
4.47,-1.4198,0.845439
4.48,-1.41135,0.851049
4.49,-1.40284,0.856721
4.5,-1.39427,0.862457
4.51,-1.38565,0.868258
4.52,-1.37696,0.874126
4.53,-1.36822,0.880063
4.54,-1.35942,0.886071
4.55,-1.35056,0.892151
4.56,-1.34164,0.898305
4.57,-1.33266,0.904535
4.58,-1.32361,0.910843
4.59,-1.3145,0.91723
4.6,-1.30533,0.923698
4.61,-1.29609,0.93025
4.62,-1.28679,0.936886
4.63,-1.27742,0.94361
4.64,-1.26799,0.950422
4.65,-1.25848,0.957326
4.66,-1.24891,0.964322
4.67,-1.23927,0.971413
4.68,-1.22955,0.978601
4.69,-1.21977,0.985888
4.7,-1.20991,0.993276
4.71,-1.19997,1.00077
4.72,-1.18997,1.00836
4.73,-1.17988,1.01607
4.74,-1.16972,1.02388
4.75,-1.15948,1.03181
4.76,-1.14916,1.03985
4.77,-1.13877,1.04801
4.78,-1.12829,1.05629
4.79,-1.11772,1.06469
4.8,-1.10708,1.07321
4.81,-1.09634,1.08186
4.82,-1.08553,1.09064
4.83,-1.07462,1.09955
4.84,-1.06362,1.10859
4.85,-1.05254,1.11777
4.86,-1.04136,1.12709
4.87,-1.03009,1.13655
4.88,-1.01872,1.14616
4.89,-1.00726,1.15591
4.9,-0.995703,1.16582
4.91,-0.984045,1.17588
4.92,-0.972286,1.18609
4.93,-0.960425,1.19646
4.94,-0.948461,1.20699
4.95,-0.936391,1.21769
4.96,-0.924214,1.22855
4.97,-0.911928,1.23959
4.98,-0.899533,1.25079
4.99,-0.887025,1.26217
5,-0.874403,1.27374
5.01,-0.861666,1.28548
5.02,-0.848811,1.29741
5.03,-0.835837,1.30952
5.04,-0.822742,1.32183
5.05,-0.809523,1.33432
5.06,-0.79618,1.34702
5.07,-0.78271,1.35991
5.08,-0.769111,1.37301
5.09,-0.755381,1.38631
5.1,-0.741518,1.39981
5.11,-0.72752,1.41353
5.12,-0.713384,1.42746
5.13,-0.69911,1.4416
5.14,-0.684694,1.45596
5.15,-0.670134,1.47054
5.16,-0.655429,1.48535
5.17,-0.640575,1.50037
5.18,-0.625571,1.51563
5.19,-0.610415,1.53111
5.2,-0.595104,1.54682
5.21,-0.579636,1.56276
5.22,-0.564008,1.57893
5.23,-0.548219,1.59534
5.24,-0.532266,1.61198
5.25,-0.516146,1.62885
5.26,-0.499857,1.64597
5.27,-0.483398,1.66331
5.28,-0.466765,1.68089
5.29,-0.449956,1.69871
5.3,-0.432969,1.71675
5.31,-0.415801,1.73503
5.32,-0.398451,1.75354
5.33,-0.380915,1.77228
5.34,-0.363193,1.79124
5.35,-0.34528,1.81042
5.36,-0.327176,1.82982
5.37,-0.308878,1.84943
5.38,-0.290384,1.86925
5.39,-0.271691,1.88927
5.4,-0.252798,1.90948
5.41,-0.233704,1.92988
5.42,-0.214405,1.95047
5.43,-0.1949,1.97122
5.44,-0.175188,1.99213
5.45,-0.155267,2.01319
5.46,-0.135135,2.03439
5.47,-0.114791,2.05572
5.48,-0.0942336,2.07715
5.49,-0.0734621,2.09868
5.5,-0.0524753,2.12029
5.51,-0.0312724,2.14196
5.52,-0.00985282,2.16367
5.53,0.0117839,2.1854
5.54,0.0336379,2.20713
5.55,0.0557092,2.22884
5.56,0.0779977,2.25051
5.57,0.100503,2.27209
5.58,0.123224,2.29358
5.59,0.146159,2.31494
5.6,0.169309,2.33613
5.61,0.19267,2.35713
5.62,0.216241,2.3779
5.63,0.24002,2.3984
5.64,0.264004,2.4186
5.65,0.28819,2.43846
5.66,0.312575,2.45794
5.67,0.337155,2.47699
5.68,0.361924,2.49558
5.69,0.38688,2.51364
5.7,0.412017,2.53115
5.71,0.437328,2.54804
5.72,0.462809,2.56428
5.73,0.488451,2.5798
5.74,0.514249,2.59456
5.75,0.540195,2.6085
5.76,0.56628,2.62157
5.77,0.592496,2.63372
5.78,0.618833,2.64488
5.79,0.645282,2.65502
5.8,0.671832,2.66406
5.81,0.698473,2.67196
5.82,0.725192,2.67866
5.83,0.751979,2.6841
5.84,0.77882,2.68825
5.85,0.805702,2.69104
5.86,0.832613,2.69242
5.87,0.859537,2.69235
5.88,0.88646,2.69079
5.89,0.913368,2.68769
5.9,0.940245,2.68301
5.91,0.967075,2.67672
5.92,0.993842,2.66878
5.93,1.02053,2.65917
5.94,1.04712,2.64786
5.95,1.0736,2.63484
5.96,1.09995,2.62008
5.97,1.12615,2.60358
5.98,1.15219,2.58534
5.99,1.17804,2.56535
6,1.20369,2.54362
6.01,1.22913,2.52016
6.02,1.25433,2.495
6.03,1.27928,2.46815
6.04,1.30396,2.43965
6.05,1.32836,2.40952
6.06,1.35245,2.37782
6.07,1.37623,2.34458
6.08,1.39968,2.30985
6.09,1.42278,2.2737
6.1,1.44551,2.23619
6.11,1.46787,2.19737
6.12,1.48985,2.15732
6.13,1.51142,2.11611
6.14,1.53258,2.07381
6.15,1.55332,2.03052
6.16,1.57363,1.9863
6.17,1.59349,1.94124
6.18,1.6129,1.89542
6.19,1.63186,1.84894
6.2,1.65034,1.80187
6.21,1.66836,1.75431
6.22,1.68591,1.70634
6.23,1.70297,1.65805
6.24,1.71955,1.60951
6.25,1.73565,1.56082
6.26,1.75125,1.51205
6.27,1.76637,1.46329
6.28,1.78101,1.4146
6.29,1.79515,1.36607
6.3,1.80881,1.31775
6.31,1.82199,1.26973
6.32,1.83469,1.22206
6.33,1.84691,1.17479
6.34,1.85866,1.128
6.35,1.86994,1.08172
6.36,1.88075,1.03602
6.37,1.89111,0.990924
6.38,1.90102,0.946484
6.39,1.91049,0.902734
6.4,1.91952,0.859707
6.41,1.92811,0.817432
6.42,1.93629,0.775936
6.43,1.94405,0.735241
6.44,1.9514,0.695366
6.45,1.95835,0.656327
6.46,1.96492,0.618135
6.47,1.9711,0.580802
6.48,1.97691,0.544334
6.49,1.98235,0.508734
6.5,1.98744,0.474006
6.51,1.99218,0.440149
6.52,1.99658,0.407161
6.53,2.00065,0.375036
6.54,2.0044,0.343768
6.55,2.00784,0.313351
6.56,2.01097,0.283773
6.57,2.01381,0.255026
6.58,2.01636,0.227095
6.59,2.01863,0.19997
6.6,2.02063,0.173635
6.61,2.02237,0.148075
6.62,2.02385,0.123276
6.63,2.02508,0.0992211
6.64,2.02607,0.0758936
6.65,2.02683,0.0532764
6.66,2.02736,0.0313522
6.67,2.02768,0.0101035
6.68,2.02778,-0.0104877
6.69,2.02767,-0.0304391
6.7,2.02737,-0.0497687
6.71,2.02687,-0.0684945
6.72,2.02619,-0.0866343
6.73,2.02532,-0.104206
6.74,2.02428,-0.121227
6.75,2.02307,-0.137714
6.76,2.02169,-0.153686
6.77,2.02015,-0.169158
6.78,2.01846,-0.184148
6.79,2.01662,-0.198671
6.8,2.01463,-0.212745
6.81,2.0125,-0.226384
6.82,2.01024,-0.239604
6.83,2.00784,-0.252419
6.84,2.00532,-0.264846
6.85,2.00267,-0.276897
6.86,1.9999,-0.288588
6.87,1.99702,-0.29993
6.88,1.99402,-0.310938
6.89,1.99091,-0.321624
6.9,1.98769,-0.332001
6.91,1.98437,-0.342081
6.92,1.98095,-0.351876
6.93,1.97743,-0.361396
6.94,1.97382,-0.370652
6.95,1.97011,-0.379657
6.96,1.96632,-0.388419
6.97,1.96243,-0.396948
6.98,1.95846,-0.405255
6.99,1.95441,-0.413348
7,1.95028,-0.421237
7.01,1.94606,-0.42893
7.02,1.94177,-0.436436
7.03,1.93741,-0.443762
7.04,1.93297,-0.450917
7.05,1.92846,-0.457908
7.06,1.92388,-0.464742
7.07,1.91924,-0.471427
7.08,1.91452,-0.477969
7.09,1.90974,-0.484374
7.1,1.9049,-0.49065
7.11,1.89999,-0.496801
7.12,1.89502,-0.502835
7.13,1.89,-0.508756
7.14,1.88491,-0.51457
7.15,1.87976,-0.520283
7.16,1.87456,-0.525899
7.17,1.8693,-0.531424
7.18,1.86399,-0.536862
7.19,1.85862,-0.542217
7.2,1.8532,-0.547495
7.21,1.84772,-0.552699
7.22,1.84219,-0.557834
7.23,1.83662,-0.562903
7.24,1.83099,-0.56791
7.25,1.82531,-0.57286
7.26,1.81958,-0.577755
7.27,1.8138,-0.5826
7.28,1.80798,-0.587397
7.29,1.8021,-0.59215
7.3,1.79618,-0.596862
7.31,1.79021,-0.601536
7.32,1.7842,-0.606176
7.33,1.77813,-0.610783
7.34,1.77203,-0.61536
7.35,1.76587,-0.619911
7.36,1.75967,-0.624438
7.37,1.75343,-0.628944
7.38,1.74714,-0.633431
7.39,1.74081,-0.637901
7.4,1.73443,-0.642357
7.41,1.728,-0.646801
7.42,1.72153,-0.651236
7.43,1.71502,-0.655663
7.44,1.70847,-0.660085
7.45,1.70186,-0.664504
7.46,1.69522,-0.668921
7.47,1.68853,-0.673339
7.48,1.6818,-0.67776
7.49,1.67502,-0.682186
7.5,1.6682,-0.686618
7.51,1.66133,-0.691058
7.52,1.65442,-0.695509
7.53,1.64747,-0.699971
7.54,1.64047,-0.704447
7.55,1.63342,-0.708939
7.56,1.62633,-0.713447
7.57,1.6192,-0.717975
7.58,1.61202,-0.722523
7.59,1.60479,-0.727093
7.6,1.59752,-0.731686
7.61,1.5902,-0.736305
7.62,1.58284,-0.740951
7.63,1.57543,-0.745625
7.64,1.56798,-0.750329
7.65,1.56047,-0.755065
7.66,1.55292,-0.759834
7.67,1.54532,-0.764638
7.68,1.53768,-0.769478
7.69,1.52998,-0.774355
7.7,1.52224,-0.779272
7.71,1.51445,-0.78423
7.72,1.5066,-0.78923
7.73,1.49871,-0.794274
7.74,1.49077,-0.799363
7.75,1.48278,-0.8045
7.76,1.47473,-0.809684
7.77,1.46663,-0.814919
7.78,1.45848,-0.820206
7.79,1.45028,-0.825546
7.8,1.44203,-0.83094
7.81,1.43372,-0.836391
7.82,1.42535,-0.841899
7.83,1.41693,-0.847468
7.84,1.40846,-0.853097
7.85,1.39993,-0.858789
7.86,1.39134,-0.864546
7.87,1.3827,-0.870369
7.88,1.37399,-0.876259
7.89,1.36523,-0.882219
7.9,1.35641,-0.88825
7.91,1.34752,-0.894354
7.92,1.33858,-0.900533
7.93,1.32958,-0.906789
7.94,1.32051,-0.913122
7.95,1.31138,-0.919536
7.96,1.30218,-0.926032
7.97,1.29292,-0.932612
7.98,1.28359,-0.939277
7.99,1.2742,-0.94603
8,1.26474,-0.952873
8.01,1.25521,-0.959807
8.02,1.24561,-0.966835
8.03,1.23595,-0.973958
8.04,1.22621,-0.98118
8.05,1.2164,-0.988501
8.06,1.20651,-0.995924
8.07,1.19655,-1.00345
8.08,1.18652,-1.01108
8.09,1.17641,-1.01883
8.1,1.16622,-1.02668
8.11,1.15595,-1.03464
8.12,1.1456,-1.04272
8.13,1.13518,-1.05092
8.14,1.12467,-1.05924
8.15,1.11408,-1.06768
8.16,1.1034,-1.07625
8.17,1.09264,-1.08494
8.18,1.08179,-1.09376
8.19,1.07085,-1.10272
8.2,1.05982,-1.11181
8.21,1.0487,-1.12104
8.22,1.03749,-1.13041
8.23,1.02619,-1.13992
8.24,1.01479,-1.14958
8.25,1.00329,-1.15938
8.26,0.9917,-1.16934
8.27,0.980007,-1.17945
8.28,0.968213,-1.18971
8.29,0.956315,-1.20014
8.3,0.944314,-1.21073
8.31,0.932207,-1.22148
8.32,0.919992,-1.23241
8.33,0.907668,-1.2435
8.34,0.895233,-1.25477
8.35,0.882685,-1.26621
8.36,0.870023,-1.27783
8.37,0.857245,-1.28964
8.38,0.844348,-1.30163
8.39,0.831332,-1.31381
8.4,0.818194,-1.32618
8.41,0.804932,-1.33875
8.42,0.791545,-1.35151
8.43,0.778029,-1.36447
8.44,0.764385,-1.37764
8.45,0.750608,-1.39101
8.46,0.736698,-1.40459
8.47,0.722652,-1.41838
8.48,0.708468,-1.43238
8.49,0.694145,-1.4466
8.5,0.679679,-1.46104
8.51,0.665068,-1.4757
8.52,0.650311,-1.49058
8.53,0.635405,-1.50568
8.54,0.620349,-1.52101
8.55,0.605139,-1.53657
8.56,0.589773,-1.55236
8.57,0.574249,-1.56839
8.58,0.558565,-1.58464
8.59,0.542719,-1.60113
8.6,0.526708,-1.61785
8.61,0.510529,-1.63481
8.62,0.494181,-1.652
8.63,0.477661,-1.66943
8.64,0.460967,-1.68709
8.65,0.444096,-1.70499
8.66,0.427046,-1.72311
8.67,0.409815,-1.74147
8.68,0.3924,-1.76006
8.69,0.374799,-1.77888
8.7,0.357011,-1.79791
8.71,0.339031,-1.81717
8.72,0.32086,-1.83665
8.73,0.302493,-1.85633
8.74,0.28393,-1.87622
8.75,0.265168,-1.89631
8.76,0.246205,-1.91659
8.77,0.227039,-1.93706
8.78,0.207668,-1.9577
8.79,0.188091,-1.97851
8.8,0.168306,-1.99947
8.81,0.148311,-2.02058
8.82,0.128106,-2.04183
8.83,0.107687,-2.06319
8.84,0.0870554,-2.08466
8.85,0.0662088,-2.10622
8.86,0.0451466,-2.12785
8.87,0.023868,-2.14954
8.88,0.0023726,-2.17126
8.89,-0.01934,-2.193
8.9,-0.04127,-2.21473
8.91,-0.0634173,-2.23642
8.92,-0.0857815,-2.25806
8.93,-0.108362,-2.27962
8.94,-0.131158,-2.30107
8.95,-0.154169,-2.32237
8.96,-0.177393,-2.3435
8.97,-0.200828,-2.36442
8.98,-0.224472,-2.38511
8.99,-0.248323,-2.40551
9,-0.272378,-2.4256
9.01,-0.296634,-2.44533
9.02,-0.321087,-2.46467
9.03,-0.345734,-2.48356
9.04,-0.37057,-2.50197
9.05,-0.395589,-2.51985
9.06,-0.420788,-2.53715
9.07,-0.446159,-2.55382
9.08,-0.471698,-2.56981
9.09,-0.497396,-2.58508
9.1,-0.523246,-2.59956
9.11,-0.549242,-2.6132
9.12,-0.575374,-2.62596
9.13,-0.601634,-2.63777
9.14,-0.628011,-2.64859
9.15,-0.654497,-2.65835
9.16,-0.681081,-2.667
9.17,-0.707751,-2.67448
9.18,-0.734495,-2.68075
9.19,-0.761303,-2.68575
9.2,-0.788161,-2.68943
9.21,-0.815055,-2.69174
9.22,-0.841972,-2.69262
9.23,-0.868899,-2.69204
9.24,-0.895819,-2.68995
9.25,-0.922718,-2.6863
9.26,-0.949582,-2.68107
9.27,-0.976392,-2.67421
9.28,-1.00313,-2.66569
