time,h,v
0.95,0.336902,-1.76482
0.951,0.335137,-1.77463
0.952,0.333362,-1.78444
0.953,0.331578,-1.79425
0.954,0.329784,-1.80406
0.955,0.32798,-1.81387
0.956,0.326166,-1.82368
0.957,0.324342,-1.83349
0.958,0.322509,-1.8433
0.959,0.320665,-1.85311
0.96,0.318812,-1.86292
0.961,0.316949,-1.87273
0.962,0.315077,-1.88254
0.963,0.313194,-1.89235
0.964,0.311302,-1.90216
0.965,0.3094,-1.91197
0.966,0.307488,-1.92178
0.967,0.305566,-1.93159
0.968,0.303634,-1.9414
0.969,0.301693,-1.95121
0.97,0.299742,-1.96102
0.971,0.297781,-1.97083
0.972,0.29581,-1.98064
0.973,0.293829,-1.99045
0.974,0.291839,-2.00026
0.975,0.289838,-2.01007
0.976,0.287828,-2.01988
0.977,0.285808,-2.02969
0.978,0.283779,-2.0395
0.979,0.281739,-2.04931
0.98,0.27969,-2.05912
0.981,0.277631,-2.06893
0.982,0.275562,-2.07874
0.983,0.273483,-2.08855
0.984,0.271395,-2.09836
0.985,0.269296,-2.10817
0.986,0.267188,-2.11798
0.987,0.26507,-2.12779
0.988,0.262942,-2.1376
0.989,0.260805,-2.14741
0.99,0.258657,-2.15722
0.991,0.2565,-2.16703
0.992,0.254333,-2.17684
0.993,0.252156,-2.18665
0.994,0.24997,-2.19646
0.995,0.247773,-2.20627
0.996,0.245567,-2.21608
0.997,0.243351,-2.22589
0.998,0.241125,-2.2357
0.999,0.238889,-2.24551
1,0.236644,-2.25532
1.001,0.234388,-2.26513
1.002,0.232123,-2.27494
1.003,0.229848,-2.28475
1.004,0.227564,-2.29456
1.005,0.225269,-2.30437
1.006,0.222965,-2.31418
1.007,0.22065,-2.32399
1.008,0.218326,-2.3338
1.009,0.215993,-2.34361
1.01,0.213649,-2.35342
1.011,0.211296,-2.36323
1.012,0.208932,-2.37304
1.013,0.206559,-2.38285
1.014,0.204177,-2.39266
1.015,0.201784,-2.40247
1.016,0.199381,-2.41228
1.017,0.196969,-2.42209
1.018,0.194547,-2.4319
1.019,0.192115,-2.44171
1.02,0.189673,-2.45152
1.021,0.187222,-2.46133
1.022,0.184761,-2.47114
1.023,0.182289,-2.48095
1.024,0.179808,-2.49076
1.025,0.177318,-2.50057
1.026,0.174817,-2.51038
1.027,0.172307,-2.52019
1.028,0.169787,-2.53
1.029,0.167257,-2.53981
1.03,0.164717,-2.54962
1.031,0.162167,-2.55943
1.032,0.159608,-2.56924
1.033,0.157038,-2.57905
1.034,0.154459,-2.58886
1.035,0.151871,-2.59867
1.036,0.149272,-2.60848
1.037,0.146663,-2.61829
1.038,0.144045,-2.6281
1.039,0.141417,-2.63791
1.04,0.138779,-2.64772
1.041,0.136131,-2.65753
1.042,0.133474,-2.66734
1.043,0.130807,-2.67715
1.044,0.128129,-2.68696
1.045,0.125442,-2.69677
1.046,0.122746,-2.70658
1.047,0.120039,-2.71639
1.048,0.117323,-2.7262
1.049,0.114596,-2.73601
1.05,0.11186,-2.74582
1.051,0.109115,-2.75563
1.052,0.106359,-2.76544
1.053,0.103594,-2.77525
1.054,0.100818,-2.78506
1.055,0.0980333,-2.79487
1.056,0.0952384,-2.80468
1.057,0.0924337,-2.81449
1.058,0.0896193,-2.8243
1.059,0.086795,-2.83411
1.06,0.0839608,-2.84392
1.061,0.0811169,-2.85373
1.062,0.0782632,-2.86354
1.063,0.0753997,-2.87335
1.064,0.0725263,-2.88316
1.065,0.0696432,-2.89297
1.066,0.0667502,-2.90278
1.067,0.0638474,-2.91259
1.068,0.0609348,-2.9224
1.069,0.0580124,-2.93221
1.07,0.0550802,-2.94202
1.071,0.0521382,-2.95183
1.072,0.0491864,-2.96164
1.073,0.0462247,-2.97145
1.074,0.0432533,-2.98126
1.075,0.040272,-2.99107
1.076,0.0372809,-3.00088
1.077,0.0342801,-3.01069
1.078,0.0312694,-3.0205
1.079,0.0282489,-3.03031
1.08,0.0252186,-3.04012
1.081,0.0221784,-3.04993
1.082,0.0191285,-3.05974
1.083,0.0160688,-3.06955
1.084,0.0129992,-3.07936
1.085,0.00991987,-3.08917
1.086,0.0068307,-3.09898
1.087,0.00373172,-3.10879
1.088,0.000622935,-3.1186
1.089,-0.00249566,-3.12841
1.089,0,2.18989
1.09,0.00218989,2.18008
1.091,0.00436996,2.17027
1.092,0.00654023,2.16046
1.093,0.00870069,2.15065
1.094,0.0108513,2.14084
1.095,0.0129922,2.13103
1.096,0.0151232,2.12122
1.097,0.0172444,2.11141
1.098,0.0193558,2.1016
1.099,0.0214574,2.09179
1.1,0.0235492,2.08198
1.101,0.0256312,2.07217
1.102,0.0277033,2.06236
1.103,0.0297657,2.05255
1.104,0.0318182,2.04274
1.105,0.033861,2.03293
1.106,0.0358939,2.02312
1.107,0.037917,2.01331
1.108,0.0399303,2.0035
1.109,0.0419338,1.99369
1.11,0.0439275,1.98388
1.111,0.0459114,1.97407
1.112,0.0478855,1.96426
1.113,0.0498497,1.95445
1.114,0.0518042,1.94464
1.115,0.0537488,1.93483
1.116,0.0556836,1.92502
1.117,0.0576086,1.91521
1.118,0.0595238,1.9054
1.119,0.0614292,1.89559
1.12,0.0633248,1.88578
1.121,0.0652106,1.87597
1.122,0.0670866,1.86616
1.123,0.0689527,1.85635
1.124,0.0708091,1.84654
1.125,0.0726556,1.83673
1.126,0.0744923,1.82692
1.127,0.0763192,1.81711
1.128,0.0781364,1.8073
1.129,0.0799437,1.79749
1.13,0.0817411,1.78768
1.131,0.0835288,1.77787
1.132,0.0853067,1.76806
1.133,0.0870747,1.75825
1.134,0.088833,1.74844
1.135,0.0905814,1.73863
1.136,0.09232,1.72882
1.137,0.0940489,1.71901
1.138,0.0957679,1.7092
1.139,0.0974771,1.69939
1.14,0.0991765,1.68958
1.141,0.100866,1.67977
1.142,0.102546,1.66996
1.143,0.104216,1.66015
1.144,0.105876,1.65034
1.145,0.107526,1.64053
1.146,0.109167,1.63072
1.147,0.110797,1.62091
1.148,0.112418,1.6111
1.149,0.114029,1.60129
1.15,0.115631,1.59148
1.151,0.117222,1.58167
1.152,0.118804,1.57186
1.153,0.120376,1.56205
1.154,0.121938,1.55224
1.155,0.12349,1.54243
1.156,0.125032,1.53262
1.157,0.126565,1.52281
1.158,0.128088,1.513
1.159,0.129601,1.50319
1.16,0.131104,1.49338
1.161,0.132597,1.48357
1.162,0.134081,1.47376
1.163,0.135555,1.46395
1.164,0.137019,1.45414
1.165,0.138473,1.44433
1.166,0.139917,1.43452
1.167,0.141352,1.42471
1.168,0.142776,1.4149
1.169,0.144191,1.40509
1.17,0.145596,1.39528
1.171,0.146992,1.38547
1.172,0.148377,1.37566
1.173,0.149753,1.36585
1.174,0.151119,1.35604
1.175,0.152475,1.34623
1.176,0.153821,1.33642
1.177,0.155157,1.32661
1.178,0.156484,1.3168
1.179,0.157801,1.30699
1.18,0.159108,1.29718
1.181,0.160405,1.28737
1.182,0.161692,1.27756
1.183,0.16297,1.26775
1.184,0.164238,1.25794
1.185,0.165495,1.24813
1.186,0.166744,1.23832
1.187,0.167982,1.22851
1.188,0.16921,1.2187
1.189,0.170429,1.20889
1.19,0.171638,1.19908
1.191,0.172837,1.18927
1.192,0.174026,1.17946
1.193,0.175206,1.16965
1.194,0.176375,1.15984
1.195,0.177535,1.15003
1.196,0.178685,1.14022
1.197,0.179826,1.13041
1.198,0.180956,1.1206
1.199,0.182077,1.11079
1.2,0.183187,1.10098
1.201,0.184288,1.09117
1.202,0.185379,1.08136
1.203,0.186461,1.07155
1.204,0.187532,1.06174
1.205,0.188594,1.05193
1.206,0.189646,1.04212
1.207,0.190688,1.03231
1.208,0.19172,1.0225
1.209,0.192743,1.01269
1.21,0.193756,1.00288
1.211,0.194759,0.993066
1.212,0.195752,0.983256
1.213,0.196735,0.973446
1.214,0.197708,0.963636
1.215,0.198672,0.953826
1.216,0.199626,0.944016
1.217,0.20057,0.934206
1.218,0.201504,0.924396
1.219,0.202428,0.914586
1.22,0.203343,0.904776
1.221,0.204248,0.894966
1.222,0.205143,0.885156
1.223,0.206028,0.875346
1.224,0.206903,0.865536
1.225,0.207769,0.855726
1.226,0.208624,0.845916
1.227,0.20947,0.836106
1.228,0.210306,0.826296
1.229,0.211133,0.816486
1.23,0.211949,0.806676
1.231,0.212756,0.796866
1.232,0.213553,0.787056
1.233,0.21434,0.777246
1.234,0.215117,0.767436
1.235,0.215885,0.757626
1.236,0.216642,0.747816
1.237,0.21739,0.738006
1.238,0.218128,0.728196
1.239,0.218856,0.718386
1.24,0.219575,0.708576
1.241,0.220283,0.698766
1.242,0.220982,0.688956
1.243,0.221671,0.679146
1.244,0.22235,0.669336
1.245,0.223019,0.659526
1.246,0.223679,0.649716
1.247,0.224329,0.639906
1.248,0.224969,0.630096
1.249,0.225599,0.620286
1.25,0.226219,0.610476
1.251,0.226829,0.600666
1.252,0.22743,0.590856
1.253,0.228021,0.581046
1.254,0.228602,0.571236
1.255,0.229173,0.561426
1.256,0.229735,0.551616
1.257,0.230286,0.541806
1.258,0.230828,0.531996
1.259,0.23136,0.522186
1.26,0.231882,0.512376
1.261,0.232395,0.502566
1.262,0.232897,0.492756
1.263,0.23339,0.482946
1.264,0.233873,0.473136
1.265,0.234346,0.463326
1.266,0.234809,0.453516
1.267,0.235263,0.443706
1.268,0.235707,0.433896
1.269,0.23614,0.424086
1.27,0.236565,0.414276
1.271,0.236979,0.404466
1.272,0.237383,0.394656
1.273,0.237778,0.384846
1.274,0.238163,0.375036
1.275,0.238538,0.365226
1.276,0.238903,0.355416
1.277,0.239258,0.345606
1.278,0.239604,0.335796
1.279,0.23994,0.325986
1.28,0.240266,0.316176
1.281,0.240582,0.306366
1.282,0.240888,0.296556
1.283,0.241185,0.286746
1.284,0.241472,0.276936
1.285,0.241749,0.267126
1.286,0.242016,0.257316
1.287,0.242273,0.247506
1.288,0.242521,0.237696
1.289,0.242758,0.227886
1.29,0.242986,0.218076
1.291,0.243204,0.208266
1.292,0.243412,0.198456
1.293,0.243611,0.188646
1.294,0.2438,0.178836
1.295,0.243978,0.169026
1.296,0.244147,0.159216
1.297,0.244307,0.149406
1.298,0.244456,0.139596
1.299,0.244596,0.129786
1.3,0.244725,0.119976
1.301,0.244845,0.110166
1.302,0.244956,0.100356
1.303,0.245056,0.0905463
1.304,0.245147,0.0807363
1.305,0.245227,0.0709263
1.306,0.245298,0.0611163
1.307,0.245359,0.0513063
1.308,0.245411,0.0414963
1.309,0.245452,0.0316863
1.31,0.245484,0.0218763
1.311,0.245506,0.0120663
1.312,0.245518,0.0022563
1.313,0.24552,-0.0075537
1.314,0.245512,-0.0173637
1.315,0.245495,-0.0271737
1.316,0.245468,-0.0369837
1.317,0.245431,-0.0467937
1.318,0.245384,-0.0566037
1.319,0.245327,-0.0664137
1.32,0.245261,-0.0762237
1.321,0.245185,-0.0860337
1.322,0.245099,-0.0958437
1.323,0.245003,-0.105654
1.324,0.244897,-0.115464
1.325,0.244782,-0.125274
1.326,0.244657,-0.135084
1.327,0.244522,-0.144894
1.328,0.244377,-0.154704
1.329,0.244222,-0.164514
1.33,0.244057,-0.174324
1.331,0.243883,-0.184134
1.332,0.243699,-0.193944
1.333,0.243505,-0.203754
1.334,0.243301,-0.213564
1.335,0.243088,-0.223374
1.336,0.242864,-0.233184
1.337,0.242631,-0.242994
1.338,0.242388,-0.252804
1.339,0.242135,-0.262614
1.34,0.241873,-0.272424
1.341,0.2416,-0.282234
1.342,0.241318,-0.292044
1.343,0.241026,-0.301854
1.344,0.240724,-0.311664
1.345,0.240412,-0.321474
1.346,0.240091,-0.331284
1.347,0.23976,-0.341094
1.348,0.239419,-0.350904
1.349,0.239068,-0.360714
1.35,0.238707,-0.370524
1.351,0.238337,-0.380334
1.352,0.237956,-0.390144
1.353,0.237566,-0.399954
1.354,0.237166,-0.409764
1.355,0.236756,-0.419574
1.356,0.236337,-0.429384
1.357,0.235907,-0.439194
1.358,0.235468,-0.449004
1.359,0.235019,-0.458814
1.36,0.23456,-0.468624
1.361,0.234092,-0.478434
1.362,0.233613,-0.488244
1.363,0.233125,-0.498054
1.364,0.232627,-0.507864
1.365,0.232119,-0.517674
1.366,0.231601,-0.527484
1.367,0.231074,-0.537294
1.368,0.230537,-0.547104
1.369,0.22999,-0.556914
1.37,0.229433,-0.566724
1.371,0.228866,-0.576534
1.372,0.228289,-0.586344
1.373,0.227703,-0.596154
1.374,0.227107,-0.605964
1.375,0.226501,-0.615774
1.376,0.225885,-0.625584
1.377,0.22526,-0.635394
1.378,0.224624,-0.645204
1.379,0.223979,-0.655014
1.38,0.223324,-0.664824
1.381,0.222659,-0.674634
1.382,0.221985,-0.684444
1.383,0.2213,-0.694254
1.384,0.220606,-0.704064
1.385,0.219902,-0.713874
1.386,0.219188,-0.723684
1.387,0.218464,-0.733494
1.388,0.217731,-0.743304
1.389,0.216987,-0.753114
1.39,0.216234,-0.762924
1.391,0.215471,-0.772734
1.392,0.214699,-0.782544
1.393,0.213916,-0.792354
1.394,0.213124,-0.802164
1.395,0.212322,-0.811974
1.396,0.21151,-0.821784
1.397,0.210688,-0.831594
1.398,0.209856,-0.841404
1.399,0.209015,-0.851214
1.4,0.208164,-0.861024
1.401,0.207303,-0.870834
1.402,0.206432,-0.880644
1.403,0.205551,-0.890454
1.404,0.204661,-0.900264
1.405,0.20376,-0.910074
1.406,0.20285,-0.919884
1.407,0.20193,-0.929694
1.408,0.201001,-0.939504
1.409,0.200061,-0.949314
1.41,0.199112,-0.959124
1.411,0.198153,-0.968934
1.412,0.197184,-0.978744
1.413,0.196205,-0.988554
1.414,0.195217,-0.998364
1.415,0.194218,-1.00817
1.416,0.19321,-1.01798
1.417,0.192192,-1.02779
1.418,0.191164,-1.0376
1.419,0.190127,-1.04741
1.42,0.189079,-1.05722
1.421,0.188022,-1.06703
1.422,0.186955,-1.07684
1.423,0.185878,-1.08665
1.424,0.184791,-1.09646
1.425,0.183695,-1.10627
1.426,0.182589,-1.11608
1.427,0.181473,-1.12589
1.428,0.180347,-1.1357
1.429,0.179211,-1.14551
1.43,0.178066,-1.15532
1.431,0.17691,-1.16513
1.432,0.175745,-1.17494
1.433,0.17457,-1.18475
1.434,0.173385,-1.19456
1.435,0.172191,-1.20437
1.436,0.170986,-1.21418
1.437,0.169772,-1.22399
1.438,0.168548,-1.2338
1.439,0.167314,-1.24361
1.44,0.166071,-1.25342
1.441,0.164817,-1.26323
1.442,0.163554,-1.27304
1.443,0.162281,-1.28285
1.444,0.160998,-1.29266
1.445,0.159706,-1.30247
1.446,0.158403,-1.31228
1.447,0.157091,-1.32209
1.448,0.155769,-1.3319
1.449,0.154437,-1.34171
1.45,0.153095,-1.35152
1.451,0.151744,-1.36133
1.452,0.150382,-1.37114
1.453,0.149011,-1.38095
1.454,0.14763,-1.39076
1.455,0.146239,-1.40057
1.456,0.144839,-1.41038
1.457,0.143428,-1.42019
1.458,0.142008,-1.43
1.459,0.140578,-1.43981
1.46,0.139138,-1.44962
1.461,0.137689,-1.45943
1.462,0.136229,-1.46924
1.463,0.13476,-1.47905
1.464,0.133281,-1.48886
1.465,0.131792,-1.49867
1.466,0.130294,-1.50848
1.467,0.128785,-1.51829
1.468,0.127267,-1.5281
1.469,0.125739,-1.53791
1.47,0.124201,-1.54772
1.471,0.122653,-1.55753
1.472,0.121096,-1.56734
1.473,0.119528,-1.57715
1.474,0.117951,-1.58696
1.475,0.116364,-1.59677
1.476,0.114767,-1.60658
1.477,0.113161,-1.61639
1.478,0.111544,-1.6262
1.479,0.109918,-1.63601
1.48,0.108282,-1.64582
1.481,0.106636,-1.65563
1.482,0.104981,-1.66544
1.483,0.103315,-1.67525
1.484,0.10164,-1.68506
1.485,0.0999549,-1.69487
1.486,0.09826,-1.70468
1.487,0.0965553,-1.71449
1.488,0.0948408,-1.7243
1.489,0.0931165,-1.73411
1.49,0.0913824,-1.74392
1.491,0.0896385,-1.75373
1.492,0.0878847,-1.76354
1.493,0.0861212,-1.77335
1.494,0.0843479,-1.78316
1.495,0.0825647,-1.79297
1.496,0.0807717,-1.80278
1.497,0.0789689,-1.81259
1.498,0.0771563,-1.8224
1.499,0.0753339,-1.83221
1.5,0.0735017,-1.84202
1.501,0.0716597,-1.85183
1.502,0.0698079,-1.86164
1.503,0.0679462,-1.87145
1.504,0.0660748,-1.88126
1.505,0.0641935,-1.89107
1.506,0.0623024,-1.90088
1.507,0.0604015,-1.91069
1.508,0.0584908,-1.9205
1.509,0.0565703,-1.93031
1.51,0.05464,-1.94012
1.511,0.0526999,-1.94993
1.512,0.05075,-1.95974
1.513,0.0487902,-1.96955
1.514,0.0468207,-1.97936
1.515,0.0448413,-1.98917
1.516,0.0428521,-1.99898
1.517,0.0408532,-2.00879
1.518,0.0388444,-2.0186
1.519,0.0368258,-2.02841
1.52,0.0347973,-2.03822
1.521,0.0327591,-2.04803
1.522,0.0307111,-2.05784
1.523,0.0286532,-2.06765
1.524,0.0265856,-2.07746
1.525,0.0245081,-2.08727
1.526,0.0224209,-2.09708
1.527,0.0203238,-2.10689
1.528,0.0182169,-2.1167
1.529,0.0161002,-2.12651
1.53,0.0139737,-2.13632
1.531,0.0118373,-2.14613
1.532,0.0096912,-2.15594
1.533,0.00753526,-2.16575
1.534,0.0053695,-2.17556
1.535,0.00319394,-2.18537
1.536,0.00100857,-2.19518
1.537,-0.00118662,-2.20499
1.537,0,1.5435
1.538,0.0015435,1.53369
1.539,0.00307718,1.52388
1.54,0.00460106,1.51407
1.541,0.00611512,1.50426
1.542,0.00761938,1.49445
1.543,0.00911382,1.48464
1.544,0.0105985,1.47483
1.545,0.0120733,1.46502
1.546,0.0135383,1.45521
1.547,0.0149935,1.4454
1.548,0.0164389,1.43559
1.549,0.0178745,1.42578
1.55,0.0193003,1.41597
1.551,0.0207162,1.40616
1.552,0.0221224,1.39635
1.553,0.0235187,1.38654
1.554,0.0249053,1.37673
1.555,0.026282,1.36692
1.556,0.0276489,1.35711
1.557,0.029006,1.3473
1.558,0.0303533,1.33749
1.559,0.0316908,1.32768
1.56,0.0330185,1.31787
1.561,0.0343363,1.30806
1.562,0.0356444,1.29825
1.563,0.0369426,1.28844
1.564,0.0382311,1.27863
1.565,0.0395097,1.26882
1.566,0.0407785,1.25901
1.567,0.0420375,1.2492
1.568,0.0432867,1.23939
1.569,0.0445261,1.22958
1.57,0.0457557,1.21977
1.571,0.0469754,1.20996
1.572,0.0481854,1.20015
1.573,0.0493855,1.19034
1.574,0.0505759,1.18053
1.575,0.0517564,1.17072
1.576,0.0529271,1.16091
1.577,0.054088,1.1511
1.578,0.0552391,1.14129
1.579,0.0563804,1.13148
1.58,0.0575119,1.12167
1.581,0.0586335,1.11186
1.582,0.0597454,1.10205
1.583,0.0608474,1.09224
1.584,0.0619397,1.08243
1.585,0.0630221,1.07262
1.586,0.0640947,1.06281
1.587,0.0651575,1.053
1.588,0.0662105,1.04319
1.589,0.0672537,1.03338
1.59,0.0682871,1.02357
1.591,0.0693107,1.01376
1.592,0.0703244,1.00395
1.593,0.0713284,0.994136
1.594,0.0723225,0.984326
1.595,0.0733068,0.974516
1.596,0.0742813,0.964706
1.597,0.075246,0.954896
1.598,0.0762009,0.945086
1.599,0.077146,0.935276
1.6,0.0780813,0.925466
1.601,0.0790068,0.915656
1.602,0.0799224,0.905846
1.603,0.0808283,0.896036
1.604,0.0817243,0.886226
1.605,0.0826105,0.876416
1.606,0.0834869,0.866606
1.607,0.0843535,0.856796
1.608,0.0852103,0.846986
1.609,0.0860573,0.837176
1.61,0.0868945,0.827366
1.611,0.0877219,0.817556
1.612,0.0885394,0.807746
1.613,0.0893472,0.797936
1.614,0.0901451,0.788126
1.615,0.0909332,0.778316
1.616,0.0917115,0.768506
1.617,0.09248,0.758696
1.618,0.0932387,0.748886
1.619,0.0939876,0.739076
1.62,0.0947267,0.729266
1.621,0.095456,0.719456
1.622,0.0961754,0.709646
1.623,0.0968851,0.699836
1.624,0.0975849,0.690026
1.625,0.0982749,0.680216
1.626,0.0989551,0.670406
1.627,0.0996256,0.660596
1.628,0.100286,0.650786
1.629,0.100937,0.640976
1.63,0.101578,0.631166
1.631,0.102209,0.621356
1.632,0.10283,0.611546
1.633,0.103442,0.601736
1.634,0.104044,0.591926
1.635,0.104636,0.582116
1.636,0.105218,0.572306
1.637,0.10579,0.562496
1.638,0.106353,0.552686
1.639,0.106905,0.542876
1.64,0.107448,0.533066
1.641,0.107981,0.523256
1.642,0.108504,0.513446
1.643,0.109018,0.503636
1.644,0.109522,0.493826
1.645,0.110015,0.484016
1.646,0.110499,0.474206
1.647,0.110974,0.464396
1.648,0.111438,0.454586
1.649,0.111893,0.444776
1.65,0.112337,0.434966
1.651,0.112772,0.425156
1.652,0.113197,0.415346
1.653,0.113613,0.405536
1.654,0.114018,0.395726
1.655,0.114414,0.385916
1.656,0.1148,0.376106
1.657,0.115176,0.366296
1.658,0.115542,0.356486
1.659,0.115899,0.346676
1.66,0.116246,0.336866
1.661,0.116582,0.327056
1.662,0.116909,0.317246
1.663,0.117227,0.307436
1.664,0.117534,0.297626
1.665,0.117832,0.287816
1.666,0.11812,0.278006
1.667,0.118398,0.268196
1.668,0.118666,0.258386
1.669,0.118924,0.248576
1.67,0.119173,0.238766
1.671,0.119411,0.228956
1.672,0.11964,0.219146
1.673,0.11986,0.209336
1.674,0.120069,0.199526
1.675,0.120268,0.189716
1.676,0.120458,0.179906
1.677,0.120638,0.170096
1.678,0.120808,0.160286
1.679,0.120968,0.150476
1.68,0.121119,0.140666
1.681,0.12126,0.130856
1.682,0.12139,0.121046
1.683,0.121512,0.111236
1.684,0.121623,0.101426
1.685,0.121724,0.0916156
1.686,0.121816,0.0818056
1.687,0.121898,0.0719956
1.688,0.12197,0.0621856
1.689,0.122032,0.0523756
1.69,0.122084,0.0425656
1.691,0.122127,0.0327556
1.692,0.122159,0.0229456
1.693,0.122182,0.0131356
1.694,0.122196,0.00332559
1.695,0.122199,-0.00648441
1.696,0.122192,-0.0162944
1.697,0.122176,-0.0261044
1.698,0.12215,-0.0359144
1.699,0.122114,-0.0457244
1.7,0.122068,-0.0555344
1.701,0.122013,-0.0653444
1.702,0.121947,-0.0751544
1.703,0.121872,-0.0849644
1.704,0.121787,-0.0947744
1.705,0.121693,-0.104584
1.706,0.121588,-0.114394
1.707,0.121474,-0.124204
1.708,0.121349,-0.134014
1.709,0.121215,-0.143824
1.71,0.121072,-0.153634
1.711,0.120918,-0.163444
1.712,0.120754,-0.173254
1.713,0.120581,-0.183064
1.714,0.120398,-0.192874
1.715,0.120205,-0.202684
1.716,0.120003,-0.212494
1.717,0.11979,-0.222304
1.718,0.119568,-0.232114
1.719,0.119336,-0.241924
1.72,0.119094,-0.251734
1.721,0.118842,-0.261544
1.722,0.11858,-0.271354
1.723,0.118309,-0.281164
1.724,0.118028,-0.290974
1.725,0.117737,-0.300784
1.726,0.117436,-0.310594
1.727,0.117126,-0.320404
1.728,0.116805,-0.330214
1.729,0.116475,-0.340024
1.73,0.116135,-0.349834
1.731,0.115785,-0.359644
1.732,0.115425,-0.369454
1.733,0.115056,-0.379264
1.734,0.114677,-0.389074
1.735,0.114288,-0.398884
1.736,0.113889,-0.408694
1.737,0.11348,-0.418504
1.738,0.113062,-0.428314
1.739,0.112633,-0.438124
1.74,0.112195,-0.447934
1.741,0.111747,-0.457744
1.742,0.111289,-0.467554
1.743,0.110822,-0.477364
1.744,0.110345,-0.487174
1.745,0.109857,-0.496984
1.746,0.10936,-0.506794
1.747,0.108854,-0.516604
1.748,0.108337,-0.526414
1.749,0.107811,-0.536224
1.75,0.107274,-0.546034
1.751,0.106728,-0.555844
1.752,0.106173,-0.565654
1.753,0.105607,-0.575464
1.754,0.105031,-0.585274
1.755,0.104446,-0.595084
1.756,0.103851,-0.604894
1.757,0.103246,-0.614704
1.758,0.102631,-0.624514
1.759,0.102007,-0.634324
1.76,0.101373,-0.644134
1.761,0.100728,-0.653944
1.762,0.100075,-0.663754
1.763,0.0994108,-0.673564
1.764,0.0987372,-0.683374
1.765,0.0980538,-0.693184
1.766,0.0973606,-0.702994
1.767,0.0966576,-0.712804
1.768,0.0959448,-0.722614
1.769,0.0952222,-0.732424
1.77,0.0944898,-0.742234
1.771,0.0937476,-0.752044
1.772,0.0929955,-0.761854
1.773,0.0922337,-0.771664
1.774,0.091462,-0.781474
1.775,0.0906805,-0.791284
1.776,0.0898892,-0.801094
1.777,0.0890881,-0.810904
1.778,0.0882772,-0.820714
1.779,0.0874565,-0.830524
1.78,0.086626,-0.840334
1.781,0.0857857,-0.850144
1.782,0.0849355,-0.859954
1.783,0.0840756,-0.869764
1.784,0.0832058,-0.879574
1.785,0.0823262,-0.889384
1.786,0.0814368,-0.899194
1.787,0.0805376,-0.909004
1.788,0.0796286,-0.918814
1.789,0.0787098,-0.928624
1.79,0.0777812,-0.938434
1.791,0.0768428,-0.948244
1.792,0.0758945,-0.958054
1.793,0.0749365,-0.967864
1.794,0.0739686,-0.977674
1.795,0.0729909,-0.987484
1.796,0.0720034,-0.997294
1.797,0.0710062,-1.0071
1.798,0.069999,-1.01691
1.799,0.0689821,-1.02672
1.8,0.0679554,-1.03653
1.801,0.0669189,-1.04634
1.802,0.0658725,-1.05615
1.803,0.0648164,-1.06596
1.804,0.0637504,-1.07577
1.805,0.0626746,-1.08558
1.806,0.0615891,-1.09539
1.807,0.0604937,-1.1052
1.808,0.0593885,-1.11501
1.809,0.0582734,-1.12482
1.81,0.0571486,-1.13463
1.811,0.056014,-1.14444
1.812,0.0548695,-1.15425
1.813,0.0537153,-1.16406
1.814,0.0525512,-1.17387
1.815,0.0513773,-1.18368
1.816,0.0501937,-1.19349
1.817,0.0490002,-1.2033
1.818,0.0477969,-1.21311
1.819,0.0465837,-1.22292
1.82,0.0453608,-1.23273
1.821,0.0441281,-1.24254
1.822,0.0428855,-1.25235
1.823,0.0416332,-1.26216
1.824,0.040371,-1.27197
1.825,0.039099,-1.28178
1.826,0.0378173,-1.29159
1.827,0.0365257,-1.3014
1.828,0.0352243,-1.31121
1.829,0.0339131,-1.32102
1.83,0.032592,-1.33083
1.831,0.0312612,-1.34064
1.832,0.0299205,-1.35045
1.833,0.0285701,-1.36026
1.834,0.0272098,-1.37007
1.835,0.0258398,-1.37988
1.836,0.0244599,-1.38969
1.837,0.0230702,-1.3995
1.838,0.0216707,-1.40931
1.839,0.0202614,-1.41912
1.84,0.0188422,-1.42893
1.841,0.0174133,-1.43874
1.842,0.0159746,-1.44855
1.843,0.014526,-1.45836
1.844,0.0130676,-1.46817
1.845,0.0115995,-1.47798
1.846,0.0101215,-1.48779
1.847,0.00863368,-1.4976
1.848,0.00713608,-1.50741
1.849,0.00562866,-1.51722
1.85,0.00411144,-1.52703
1.851,0.00258441,-1.53684
1.852,0.00104756,-1.54665
1.853,-0.000499094,-1.55646
1.853,0,1.08953
1.854,0.00108953,1.07972
1.855,0.00216924,1.06991
1.856,0.00323915,1.0601
1.857,0.00429924,1.05029
1.858,0.00534953,1.04048
1.859,0.00639,1.03067
1.86,0.00742067,1.02086
1.861,0.00844152,1.01105
1.862,0.00945257,1.00124
1.863,0.0104538,0.991425
1.864,0.0114452,0.981615
1.865,0.0124268,0.971805
1.866,0.0133986,0.961995
1.867,0.0143606,0.952185
1.868,0.0153128,0.942375
1.869,0.0162552,0.932565
1.87,0.0171878,0.922755
1.871,0.0181105,0.912945
1.872,0.0190235,0.903135
1.873,0.0199266,0.893325
1.874,0.0208199,0.883515
1.875,0.0217034,0.873705
1.876,0.0225771,0.863895
1.877,0.023441,0.854085
1.878,0.0242951,0.844275
1.879,0.0251394,0.834465
1.88,0.0259739,0.824655
1.881,0.0267985,0.814845
1.882,0.0276134,0.805035
1.883,0.0284184,0.795225
